RunID	Sequenced	OnDell	Converted	InCloud	Downloaded	JobSubmitted	JobCompleted	BackToDell	Error	Closed
170620_M05267_0005_000000000-D2J2H	1	1	1	1	1	1	1	0	0	1
170621_M05267_0006_000000000-AREDF	1	1	1	1	1	1	1	0	0	1
170622_M02559_0296_000000000-G17YG	1	1	1	1	1	1	1	0	0	1
170623_M02559_0297_000000000-D0TBN	1	1	1	1	1	1	1	0	0	1
170623_M05267_0007_000000000-B93HT	1	1	1	1	1	1	1	0	0	1
170624_M05267_0008_000000000-G1A16	1	1	1	1	1	1	1	0	0	1
170627_M02559_0298_000000000-D2HYG	1	1	1	1	1	1	1	0	0	1
170628_M02559_0299_000000000-G17YB	1	1	1	1	1	1	1	0	0	1
170630_M02559_0300_000000000-G18KY	1	1	1	1	1	1	1	0	0	1
170703_M02559_0301_000000000-G18UY	1	1	1	1	1	1	1	0	0	1
170704_M02559_0302_000000000-D2HYB	1	1	1	1	1	1	1	0	0	1
170704_M05267_0009_000000000-B9355	1	1	1	1	1	1	1	0	0	1
170705_M02559_0303_000000000-G194W	1	1	1	1	1	1	1	0	0	1
170706_M02559_0304_000000000-G1958	1	1	1	1	1	1	1	0	0	1
170708_M02559_0305_000000000-G18LC	1	1	1	1	1	1	1	0	0	1
170710_M02559_0306_000000000-G18EM	1	1	1	1	1	1	1	0	0	1
170713_M02559_0307_000000000-G19PF	0	0	0	1	1	1	1	0	0	1
170714_M02559_0308_000000000-G19PF	1	1	1	1	1	1	1	0	0	1
170714_M05267_0010_000000000-B93GC	1	1	1	1	1	1	1	0	0	1
170715_M02559_0309_000000000-G1946	1	1	1	1	1	1	1	0	0	1
170717_M02559_0310_000000000-G17Y8	1	1	1	1	1	1	1	0	0	1
170718_M02559_0311_000000000-D2J41	1	1	1	1	1	1	1	0	0	1
170720_M02559_0312_000000000-G19WE	1	1	1	1	1	1	1	0	0	1
170720_M05267_0011_000000000-APBG6	1	1	1	1	1	1	1	0	0	1
170721_M02559_0313_000000000-D2J58	1	1	1	1	1	1	1	0	0	1
170724_M02559_0314_000000000-G19WR	1	1	1	1	1	1	1	0	0	1
170725_M02559_0315_000000000-G1AFJ	1	1	1	1	1	1	1	0	0	1
170725_M05267_0012_000000000-B93B3	1	1	1	1	1	1	1	0	0	1
170726_M02559_0316_000000000-D2JC7	1	1	1	1	1	1	1	0	0	1
170726_M05267_0013_000000000-D2KJ1	1	1	1	1	1	1	1	0	0	1
170727_M02559_0317_000000000-G1APU	1	1	1	1	1	1	1	0	0	1
170728_M02559_0318_000000000-D2HUK	1	1	1	1	1	1	1	0	0	1
170731_M02559_0319_000000000-D2J3H	1	1	1	1	1	1	1	0	0	1
170801_M02559_0320_000000000-D2HEF	1	1	1	1	1	1	1	0	0	1
170801_M05267_0014_000000000-D2HR5	1	1	1	1	1	1	1	0	0	1
170803_M02559_0321_000000000-G1ARB	1	1	1	1	1	1	1	0	0	1
170803_M05267_0015_000000000-AVK50	1	1	1	1	1	1	1	0	0	1
170804_M02559_0322_000000000-D2HWN	1	1	1	1	1	1	1	0	0	1
170804_M05267_0016_000000000-D2J43	0	0	0	1	1	1	1	0	0	1
170805_M05267_0017_000000000-D2J3F	1	1	1	1	1	1	1	0	0	1
170807_M02559_0323_000000000-G1B90	1	1	1	1	1	1	1	0	0	1
170808_M02559_0324_000000000-G1AC0	1	1	1	1	1	1	1	0	0	1
170809_M02559_0325_000000000-D2J1P	1	1	1	1	1	1	1	0	0	1
170809_M05267_0018_000000000-D0WKY	1	1	1	1	1	1	1	0	0	1
170811_M02559_0326_000000000-G1AUE	1	1	1	1	1	1	1	0	0	1
170811_M05267_0019_000000000-AYUAK	1	1	1	1	1	1	1	0	0	1
170814_M02559_0327_000000000-D2HN3	1	1	1	1	1	1	1	0	0	1
170815_M02559_0328_000000000-D2J42	1	1	1	1	1	1	1	0	0	1
170817_M02559_0329_000000000-G1B55	1	1	1	1	1	1	1	0	0	1
170818_M02559_0330_000000000-G181H	0	0	0	1	1	1	1	0	0	1
170818_M02559_0331_000000000-G181H	1	1	1	1	1	1	1	0	0	1
170821_M02559_0332_000000000-D2J4J	1	1	1	1	1	1	1	0	0	1
170821_M05267_0020_000000000-B257F	1	1	1	1	1	1	1	0	0	1
170822_M02559_0333_000000000-G1824	1	1	1	1	1	1	1	0	0	1
170822_M05267_0021_000000000-G1867	1	1	1	1	1	1	1	0	0	1
170824_M02559_0334_000000000-G16P2	1	1	1	1	1	1	1	0	0	1
170824_M05267_0022_000000000-AY8LK	1	1	1	1	1	1	1	0	0	1
170825_M02559_0335_000000000-D2HYA	1	1	1	1	1	1	1	0	0	1
170825_M05267_0023_000000000-D2GWE	1	1	1	1	1	1	1	0	0	1
170828_M02559_0336_000000000-G19CV	1	1	1	1	1	1	1	0	0	1
170828_M05267_0024_000000000-AUWHH	1	1	1	1	1	1	1	0	0	1
170829_M02559_0337_000000000-G19DM	1	1	1	1	1	1	1	0	0	1
170830_M02559_0338_000000000-D2J4T	1	1	1	1	1	1	1	0	0	1
170830_M05267_0025_000000000-AYUPK	1	1	1	1	1	1	1	0	0	1
170831_M02559_0339_000000000-G1870	1	1	1	1	1	1	1	0	0	1
170901_M02559_0340_000000000-D2HUD	1	1	1	1	1	1	1	0	0	1
170904_M02559_0341_000000000-G176W	1	1	1	1	1	1	1	0	0	1
170905_M02559_0342_000000000-G1BJV	1	1	1	1	1	1	1	0	0	1
170906_M02559_0343_000000000-D2HY9	1	1	1	1	1	1	1	0	0	1
170906_M05267_0026_000000000-AYURU	1	1	1	1	1	1	1	0	0	1
170907_M02559_0344_000000000-G1CFR	1	1	1	1	1	1	1	0	0	1
170908_M02559_0345_000000000-G1BFP	1	1	1	1	1	1	1	0	0	1
170911_M02559_0346_000000000-G1BEF	1	1	1	1	1	1	1	0	0	1
170912_M02559_0347_000000000-G1BDJ	1	1	1	1	1	1	1	0	0	1
170913_M02559_0348_000000000-G1BHY	0	0	0	1	1	1	1	0	0	1
170914_M02559_0349_000000000-G18D5	1	1	1	1	1	1	1	0	0	1
170914_M05267_0027_000000000-AYVD6	1	1	1	1	1	1	1	0	0	1
170915_M02559_0350_000000000-G1BFG	1	1	1	1	1	1	1	0	0	1
170915_M05267_0028_000000000-G1BF7	1	1	1	1	1	1	1	0	0	1
170916_M05267_0029_000000000-G1B85	1	1	1	1	1	1	1	0	0	1
170918_M02559_0351_000000000-D2J28	1	1	1	1	1	1	1	0	0	1
170919_M02559_0352_000000000-G1BFH	1	1	1	1	1	1	1	0	0	1
170919_M05267_0030_000000000-AYUT2	1	1	1	1	1	1	1	0	0	1
170920_M02559_0353_000000000-D2GME	1	1	1	1	1	1	1	0	0	1
170920_M05267_0031_000000000-AT6R6	0	0	0	1	1	1	1	0	0	1
170920_M05267_0032_000000000-AT6R6	0	0	0	1	1	1	1	0	0	1
170921_M02559_0354_000000000-G1BD3	1	1	1	1	1	1	1	0	0	1
170921_M05267_0033_000000000-ATLDA	1	1	1	1	1	1	1	0	0	1
170922_M02559_0355_000000000-D2HWU	1	1	1	1	1	1	1	0	0	1
170925_M02559_0356_000000000-G1BDV	1	1	1	1	1	1	1	0	0	1
170926_M02559_0357_000000000-D2HL6	1	1	1	1	1	1	1	0	0	1
170927_M02559_0358_000000000-G1BF3	1	1	1	1	1	1	1	0	0	1
170927_M05267_0034_000000000-AVKP8	1	1	1	1	1	1	1	0	0	1
170929_M02559_0359_000000000-D2JGA	1	1	1	1	1	1	1	0	0	1
170929_M05267_0035_000000000-B8DRN	1	1	1	1	1	1	1	0	0	1
170930_M02559_0360_000000000-D2JPA	1	1	1	1	1	1	1	0	0	1
171002_M02559_0361_000000000-D2GKK	1	1	1	1	1	1	1	0	0	1
171003_M02559_0362_000000000-G1D2V	1	1	1	1	1	1	1	0	0	1
171005_M02559_0363_000000000-G1D6W	1	1	1	1	1	1	1	0	0	1
171005_M05267_0036_000000000-AVKLH	1	0	0	1	1	1	1	0	0	1
171006_M02559_0364_000000000-G1DUE	1	1	1	1	1	1	1	0	0	1
171011_M02559_0365_000000000-D2JPH	1	1	1	1	1	1	1	0	0	1
171012_M02559_0366_000000000-G1D25	1	1	1	1	1	1	1	0	0	1
171012_M05267_0037_000000000-AVKP9	1	1	1	1	1	1	1	0	0	1
171013_M02559_0367_000000000-G1F6B	1	1	1	1	1	1	1	0	0	1
171014_M05267_0038_000000000-G1DU0	1	1	1	1	1	1	1	0	0	1
171016_M02559_0368_000000000-G1DU5	1	1	1	1	1	1	1	0	0	1
171017_M02559_0369_000000000-D2J8P	1	1	1	1	1	1	1	0	0	1
171017_M05267_0039_000000000-BG6FN	1	1	1	1	1	1	1	0	0	1
171018_M02559_0370_000000000-D2GKL	1	1	1	1	1	1	1	0	0	1
171019_M02559_0371_000000000-G1DU8	1	1	1	1	1	1	1	0	0	1
171019_M05267_0040_000000000-BG6G6	1	1	1	1	1	1	1	0	0	1
171020_M02559_0372_000000000-G1D1M	1	1	1	1	1	1	1	0	0	1
171023_M02559_0373_000000000-G1D6U	1	1	1	1	1	1	1	0	0	1
171024_M02559_0374_000000000-G1EUE	1	1	1	1	1	1	1	0	0	1
171025_M02559_0375_000000000-G1EU6	1	1	1	1	1	1	1	0	0	1
171026_M02559_0376_000000000-G18JU	1	1	1	1	1	1	1	0	0	1
171026_M05267_0041_000000000-BG6D5	1	1	1	1	1	1	1	0	0	1
171027_M02559_0377_000000000-D2MRN	1	1	1	1	1	1	1	0	0	1
171027_M05267_0042_000000000-D2MHM	1	1	1	1	1	1	1	0	0	1
171028_M05267_0043_000000000-D2R8W	1	1	1	1	1	1	1	0	0	1
171030_M02559_0378_000000000-G19MN	1	1	1	1	1	1	1	0	0	1
171030_M05267_0044_000000000-D2MVT	1	1	1	1	1	1	1	0	0	1
171031_M02559_0379_000000000-D2MK0	1	1	1	1	1	1	1	0	0	1
171101_M02559_0380_000000000-D2MK1	1	1	1	1	1	1	1	0	0	1
171101_M05267_0045_000000000-D2MMG	1	1	1	1	1	1	1	0	0	1
171102_M02559_0381_000000000-G1F8D	1	1	1	1	1	1	1	0	0	1
171102_M05267_0046_000000000-BG5L2	1	1	1	1	1	1	1	0	0	1
171102_M05267_0047_000000000-D2HVJ	1	1	1	1	1	1	1	0	0	1
171103_M02559_0382_000000000-D2JGF	1	1	1	1	1	1	1	0	0	1
171106_M02559_0383_000000000-G1HLY	1	1	1	1	1	1	1	0	0	1
171107_M02559_0384_000000000-D2JGD	1	1	1	1	1	1	1	0	0	1
171108_M02559_0385_000000000-D2MVP	1	1	1	1	1	1	1	0	0	1
171108_M05267_0048_000000000-G1HL5	1	1	1	1	1	1	1	0	0	1
171109_M02559_0386_000000000-G1H4G	1	1	1	1	1	1	1	0	0	1
171110_M05267_0049_000000000-BGH3K	1	1	1	1	1	1	1	0	0	1
171113_M02559_0387_000000000-G1HLR	1	1	1	1	1	1	1	0	0	1
171114_M02559_0388_000000000-G1HFV	1	1	1	1	1	1	1	0	0	1
171114_M05267_0050_000000000-BG4YP	1	1	1	1	1	1	1	0	0	1
171115_M02559_0389_000000000-G1HL3	1	1	1	1	1	1	1	0	0	1
171116_M02559_0390_000000000-D2MMW	1	1	1	1	1	1	1	0	0	1
171116_M05267_0051_000000000-BG4V2	1	1	1	1	1	1	1	0	0	1
171117_M02559_0391_000000000-D2MUP	1	1	1	1	1	1	1	0	0	1
171118_M05267_0052_000000000-D2P31	1	1	1	1	1	1	1	0	0	1
171120_M02559_0392_000000000-G1FC7	1	1	1	1	1	1	1	0	0	1
171121_M02559_0393_000000000-D2N9A	1	1	1	1	1	1	1	0	0	1
171122_M02559_0394_000000000-G1HDY	1	1	1	1	1	1	1	0	0	1
171122_M05267_0053_000000000-BG4W7	1	1	1	1	1	1	1	0	0	1
171123_M02559_0395_000000000-D2N9N	1	1	1	1	1	1	1	0	0	1
171124_M02559_0396_000000000-G1GR4	1	1	1	1	1	1	1	0	0	1
171125_M05267_0054_000000000-D2P3N	1	1	1	1	1	1	1	0	0	1
171127_M05267_0055_000000000-D2P6J	1	1	1	1	1	1	1	0	0	1
171128_M02559_0397_000000000-D2NN1	1	1	1	1	1	1	1	0	0	1
171128_M05267_0056_000000000-D2N9C	1	1	1	1	1	1	1	0	0	1
171129_M02559_0398_000000000-D2NNW	1	1	1	1	1	1	1	0	0	1
171129_M05267_0057_000000000-D2T9U	1	1	1	1	1	1	1	0	0	1
171130_M02559_0399_000000000-D2TBW	1	1	1	1	1	1	1	0	0	1
171130_M05267_0058_000000000-BGHBG	1	1	1	1	1	1	1	0	0	1
171201_M02559_0400_000000000-D2TAW	1	1	1	1	1	1	1	0	0	1
171202_M05267_0059_000000000-D2NB2	0	0	0	1	1	1	1	0	0	1
171204_M02559_0401_000000000-G1FA1	1	1	1	1	1	1	1	0	0	1
171205_M02559_0402_000000000-D2TD8	1	1	1	1	1	1	1	0	0	1
171206_M02559_0403_000000000-G1F86	1	1	1	1	1	1	1	0	0	1
171207_M02559_0404_000000000-D2T43	1	1	1	1	1	1	1	0	0	1
171208_M02559_0405_000000000-G1EBK	1	1	1	1	1	1	1	0	0	1
171211_M02559_0406_000000000-G1FC0	1	1	1	1	1	1	1	0	0	1
171211_M05267_0060_000000000-D2NJD	1	1	1	1	1	1	1	0	0	1
171212_M02559_0407_000000000-G1HMG	1	1	1	1	1	1	1	0	0	1
171213_M02559_0408_000000000-G1FC3	1	1	1	1	1	1	1	0	0	1
171213_M05267_0061_000000000-BGH58	1	1	1	1	1	1	1	0	0	1
171214_M02559_0409_000000000-G1GPV	1	1	1	1	1	1	1	0	0	1
171215_M02559_0410_000000000-D2T6Y	1	1	1	1	1	1	1	0	0	1
171216_M05267_0062_000000000-D2R5A	1	1	1	1	1	1	1	0	0	1
